word,shapley,category,path,pronoun,particles,misspelling,label_0,score_0,label_1,score_1,label_2,score_2,label_3,score_3,label_4,score_4,label_5,score_5,label_6,score_6,label_7,score_7,label_8,score_8,label_9,score_9,label_10,score_10,label_11,score_11,common,common_w_cutoff,avg,avg_w_cutoff
แลน,0.010979310419910397,overall,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
โถ,0.010977126192301512,overall,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,สนิทกัน (Close),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
เอ็ม,0.010944058187305927,overall,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
แฮร์รี่,0.010813226224854589,overall,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,สนิทกันมาก (Intimate),2.0,,,,,,,,,แค่คนรู้จักกัน (acquainted),0.0,,,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,2.0,,1.5,
ง้าบบ,0.010799577459692955,overall,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,2.0,2.0,1.7272727272727273,1.7272727272727273
นิว,0.010784345213323832,overall,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,แค่คนรู้จักกัน (acquainted),0.0,,,แค่คนรู้จักกัน (acquainted),0.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,แค่คนรู้จักกัน (acquainted),0.0,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,2.0,2.0,1.3333333333333333,1.3333333333333333
อี,0.010782042880439095,overall,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,,,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,-2.0,-2.0,-2.0,-2.0
ละเลย,0.01077079214155674,overall,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,ไม่รู้จักกัน (Unfamiliar),-1.0,ไม่รู้จักกัน (Unfamiliar),-1.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,,,,,,,ไม่รู้จักกัน (Unfamiliar),-1.0,ไม่รู้จักกัน (Unfamiliar),-1.0,,,,,ไม่รู้จักกัน (Unfamiliar),-1.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,-1.0,,-1.3333333333333333,
สาด,0.01073670171899721,overall,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,,,,,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,,,ไม่ชอบหน้ากัน  (Dislike),-2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,สนิทกันมาก (Intimate),2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,-2.0,-2.0,-0.6666666666666666,-0.6666666666666666
แฟน,0.010723005900455808,overall,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,2.0,2.0,2.0,2.0
โถ่วว,0.010674110613763332,overall,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,2.0,2.0,2.0,2.0
เต๋า,0.010661330986465137,overall,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,แค่คนรู้จักกัน (acquainted),0.0,,,แค่คนรู้จักกัน (acquainted),0.0,,,,,แค่คนรู้จักกัน (acquainted),0.0,,,,,,,0.0,,0.0,
ฟาง,0.010623260634019971,overall,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,สนิทกันมาก (Intimate),2.0,แค่คนรู้จักกัน (acquainted),0.0,,,แค่คนรู้จักกัน (acquainted),0.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,แค่คนรู้จักกัน (acquainted),0.0,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,2.0,,1.25,
เตี่ย,0.0875478061950869,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,2.0,2.0,2.0,2.0
หหห,0.07364555541425943,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,,,,,,,,,,,,,,,,,,,,,สนิทกันมาก (Intimate),2.0,,,2.0,,2.0,
เอ็ง,0.06710731901694089,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,True,False,False,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,แค่คนรู้จักกัน (acquainted),0.0,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,2.0,,1.3636363636363635,
บ๊ายบาย,0.05396877643134859,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,แค่คนรู้จักกัน (acquainted),0.0,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,1.0,,1.3636363636363635,
มึง,0.047132831180743996,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,True,False,False,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,2.0,2.0,2.0,2.0
ตู่,0.04681497300043702,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,แค่คนรู้จักกัน (acquainted),0.0,แค่คนรู้จักกัน (acquainted),0.0,แค่คนรู้จักกัน (acquainted),0.0,สนิทกันมาก (Intimate),2.0,แค่คนรู้จักกัน (acquainted),0.0,แค่คนรู้จักกัน (acquainted),0.0,แค่คนรู้จักกัน (acquainted),0.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,0.0,0.0,0.9090909090909091,0.9090909090909091
เมิง,0.04561203570726017,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,True,False,True,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,2.0,2.0,2.0,2.0
โพด,0.04470271011814475,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,,,,,,,,,,,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,,,สนิทกันมาก (Intimate),2.0,,,2.0,,2.0,
คางทูม,0.04301311052404344,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
งอแง,0.04064297419972718,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,2.0,2.0,1.9,1.9
ถูกหวย,0.04006196663249284,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,สนิทกันมาก (Intimate),2.0,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,2.0,2.0,1.875,1.875
เน้อ,0.039822306018322706,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,True,False,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,2.0,2.0,1.8181818181818181,1.8181818181818181
นาฬิกาทราย,0.03784222970716655,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
หอย,0.036963000893592834,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
คลี,0.036552640981972216,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
คูณ,0.03621218935586512,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ยัย,0.03612867573974654,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,สนิทกัน (Close),1.0,แค่คนรู้จักกัน (acquainted),0.0,สนิทกันมาก (Intimate),2.0,แค่คนรู้จักกัน (acquainted),0.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,แค่คนรู้จักกัน (acquainted),0.0,,,ไม่ชอบหน้ากัน  (Dislike),-2.0,สนิทกัน (Close),1.0,-2.0,,-0.4,
ม้ะ,0.035635560750961304,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,2.0,2.0,1.8,1.8
เห้,0.03444745671004057,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,สนิทกันมาก (Intimate),2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,2.0,2.0,0.9090909090909091,0.9090909090909091
น้อ,0.03432127460837364,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,แค่คนรู้จักกัน (acquainted),0.0,แค่คนรู้จักกัน (acquainted),0.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,แค่คนรู้จักกัน (acquainted),0.0,สนิทกันมาก (Intimate),2.0,2.0,2.0,1.4545454545454546,1.4545454545454546
สัส,0.033632500446401536,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,,,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,สนิทกันมาก (Intimate),2.0,,,ไม่ชอบหน้ากัน  (Dislike),-2.0,-2.0,-2.0,-1.5555555555555556,-1.5555555555555556
โว้ย,0.03272823923422644,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,True,False,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,สนิทกันมาก (Intimate),2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,-2.0,-2.0,-1.6363636363636365,-1.6363636363636365
มิ้ง,0.03171439282596111,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,สนิทกันมาก (Intimate),2.0,แค่คนรู้จักกัน (acquainted),0.0,,,แค่คนรู้จักกัน (acquainted),0.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,แค่คนรู้จักกัน (acquainted),0.0,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,2.0,,1.25,
ชิบหาย,0.031000157895808417,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,,,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,2.0,2.0,2.0,2.0
อ้วน,0.03087649813446352,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,,,สนิทกันมาก (Intimate),2.0,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,2.0,2.0,2.0,2.0
ค่อ,0.030176188331097364,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
บัก,0.029564271681010723,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,,,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,,,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,-2.0,-2.0,-1.5555555555555556,-1.5555555555555556
ซี๊ด,0.029467134037986398,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,,,,,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,2.0,,1.7142857142857142,
เจ็ง,0.029154944233596325,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,,,,,,,สนิทกันมาก (Intimate),2.0,แค่คนรู้จักกัน (acquainted),0.0,,,,,สนิทกันมาก (Intimate),2.0,,,2.0,,1.5,
นู้น,0.02777284779585898,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,2.0,2.0,1.5454545454545454,1.5454545454545454
บาด,0.02774596423842013,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,ไม่รู้จักกัน (Unfamiliar),-1.0,,,,,แค่คนรู้จักกัน (acquainted),0.0,แค่คนรู้จักกัน (acquainted),0.0,ไม่รู้จักกัน (Unfamiliar),-1.0,,,แค่คนรู้จักกัน (acquainted),0.0,,,0.0,,-0.4,
ตูน,0.027410574723035097,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,,,,,สนิทกันมาก (Intimate),2.0,แค่คนรู้จักกัน (acquainted),0.0,,,แค่คนรู้จักกัน (acquainted),0.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,แค่คนรู้จักกัน (acquainted),0.0,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,2.0,,1.25,
เดะ,0.02737532672472298,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,2.0,2.0,1.0909090909090908,1.0909090909090908
อ้วง,0.026806959765963256,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,2.0,2.0,2.0,2.0
วันเกิด,0.026257395278662443,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,สนิทกันมาก (Intimate),2.0,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,2.0,2.0,2.0,2.0
เป็นไง,0.025488264769537212,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,2.0,2.0,1.5454545454545454,1.5454545454545454
เอ๋า,0.025214935187250376,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,,,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,2.0,2.0,2.0,2.0
แก,0.025150434764974933,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,True,False,False,ไม่ชอบหน้ากัน  (Dislike),-2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,แค่คนรู้จักกัน (acquainted),0.0,สนิทกัน (Close),1.0,แค่คนรู้จักกัน (acquainted),0.0,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,แค่คนรู้จักกัน (acquainted),0.0,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,สนิทกันมาก (Intimate),2.0,1.0,,1.0,
สบายดี,0.024861454802819274,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,แค่คนรู้จักกัน (acquainted),0.0,แค่คนรู้จักกัน (acquainted),0.0,สนิทกัน (Close),1.0,แค่คนรู้จักกัน (acquainted),0.0,สนิทกัน (Close),1.0,แค่คนรู้จักกัน (acquainted),0.0,แค่คนรู้จักกัน (acquainted),0.0,แค่คนรู้จักกัน (acquainted),0.0,แค่คนรู้จักกัน (acquainted),0.0,,,แค่คนรู้จักกัน (acquainted),0.0,สนิทกัน (Close),1.0,0.0,0.0,0.3,0.3
กะตัง,0.024424291914328933,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,สนิทกัน (Close),1.0,,,,,,,,,,,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,,,,,สนิทกัน (Close),1.0,,,1.0,,1.0,
หู้ยย,0.024410641752183437,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,,,สนิทกันมาก (Intimate),2.0,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,,,2.0,2.0,2.0,2.0
แกงเขียวหวาน,0.024144831812009215,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ตั๋ว,0.02393274661153555,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,สนิทกัน (Close),1.0,สนิทกัน (Close),1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,
ไข่ยัดไส้,0.02361480868421495,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
นักร้อง,0.02360678242985159,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ขี้โม้,0.02343310648575425,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,ไม่ชอบหน้ากัน  (Dislike),-2.0,-2.0,-2.0,-1.6363636363636365,-1.6363636363636365
ใต้,0.023217554320581257,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
แดก,0.02285101187360673,1. Close,Lexicons/v3/lexicon_task3_clse.jsonl,False,False,False,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,สนิทกันมาก (Intimate),2.0,2.0,2.0,2.0,2.0
